-1.511907428503036499e-01,2.469999790191650391e-01,-8.848913013935089111e-02,-2.980144508183002472e-02,-8.578898012638092041e-02,2.203677594661712646e-01,1.175910457968711853e-01,-1.254501342773437500e-01,4.488413780927658081e-02,-1.839212700724601746e-02
8.331246674060821533e-02,-2.337540239095687866e-01,-3.285529837012290955e-02,-3.796553984284400940e-02,-1.502027809619903564e-01,-4.530131071805953979e-02,-1.241059973835945129e-01,-8.725165575742721558e-02,-7.357178628444671631e-02,-1.198607906699180603e-01
-2.373314946889877319e-01,-1.917621120810508728e-02,-7.560556381940841675e-02,1.650174111127853394e-01,-2.288793474435806274e-01,-8.196784555912017822e-02,-8.954489231109619141e-02,1.637782603502273560e-01,5.172436684370040894e-02,-1.520756166428327560e-02
-1.629415750503540039e-01,-1.553861796855926514e-01,-4.489109851419925690e-03,5.534025654196739197e-02,-1.242047548294067383e-01,1.105875745415687561e-01,-1.870260387659072876e-02,2.655810713768005371e-01,-6.096268072724342346e-02,4.341555014252662659e-02
-1.702791303396224976e-01,-1.528382003307342529e-01,6.099522113800048828e-02,1.710345894098281860e-01,-2.635776698589324951e-01,1.914782673120498657e-01,-1.012501418590545654e-01,8.400654047727584839e-02,1.384544074535369873e-01,-2.964917384088039398e-02
-7.395550608634948730e-02,-2.946513295173645020e-01,-1.923565715551376343e-01,-6.721048802137374878e-02,-1.327071338891983032e-01,6.526084989309310913e-02,2.195437401533126831e-01,-1.937301307916641235e-01,1.649637967348098755e-01,2.131272107362747192e-01
-1.615115702152252197e-01,5.940980627201497555e-04,6.410399079322814941e-02,1.061057224869728088e-01,7.182716578245162964e-02,1.743232607841491699e-01,-1.774806715548038483e-02,-3.035745176021009684e-04,9.570098668336868286e-02,-9.717981517314910889e-02
-6.786046922206878662e-02,9.484371542930603027e-02,-1.016084924340248108e-01,-4.950172454118728638e-02,-1.785022765398025513e-01,1.371615529060363770e-01,-8.223770558834075928e-02,-1.785148680210113525e-01,-3.965694084763526917e-02,-2.578527033329010010e-01
-1.147227957844734192e-01,1.825385540723800659e-01,1.041547432541847229e-01,1.702793836593627930e-01,-1.018719896674156189e-01,4.710558056831359863e-02,-1.717176288366317749e-01,-2.084970623254776001e-01,1.797202974557876587e-01,-5.705334991216659546e-02
1.208300590515136719e-01,-1.837240308523178101e-01,1.431676149368286133e-01,1.376992762088775635e-01,-1.671084910631179810e-01,1.953450292348861694e-01,1.119228228926658630e-01,-8.225575089454650879e-02,-1.242863759398460388e-01,-5.339832603931427002e-02
